club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,base_club_name,location_new,latitude_new,longitude_new,location_old,latitude_old,longitude_old
Manchester United,Adnan Januzaj,18.0,Right Winger,Man Utd U21,-,in,Summer,,Premier League,2013,2013/2014,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester City,Louis Hutton,18.0,Central Midfield,Man City U18,-,in,Summer,,Premier League,2013,2013/2014,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Arsenal FC,Daniel Boateng,20.0,Centre-Back,Arsenal U21,-,in,Summer,,Premier League,2013,2013/2014,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Arsenal FC,Serge Gnabry,17.0,Right Winger,Arsenal U18,-,in,Summer,,Premier League,2013,2013/2014,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Arsenal FC,Kristoffer Olsson,17.0,Central Midfield,Arsenal U18,-,in,Summer,,Premier League,2013,2013/2014,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Tottenham Hotspur,Cristian Ceballos,20.0,Left Winger,Tottenham U21,-,in,Summer,,Premier League,2013,2013/2014,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Tottenham Hotspur,Jordan Archer,20.0,Goalkeeper,Tottenham U21,-,in,Summer,,Premier League,2013,2013/2014,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Tottenham Hotspur,Tomislav Gomelt,18.0,Central Midfield,Spurs U18,-,in,Summer,,Premier League,2013,2013/2014,England,Spurs,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Liverpool FC,Krisztián Adorján,20.0,Attacking Midfield,Liverpool U21,-,in,Summer,,Premier League,2013,2013/2014,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Liverpool FC,Jordon Ibe,17.0,Right Winger,Liverpool U21,-,in,Summer,,Premier League,2013,2013/2014,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Liverpool FC,Craig Roddan,20.0,Central Midfield,Liverpool U21,-,in,Summer,,Premier League,2013,2013/2014,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
West Bromwich Albion,Reece Hayes,,Attacking Midfield,West Brom U18,-,in,Summer,,Premier League,2013,2013/2014,England,West Brom,,,,,,
West Bromwich Albion,Saido Berahino,19.0,Centre-Forward,West Brom U21,-,in,Summer,,Premier League,2013,2013/2014,England,West Brom,,,,,,
Swansea City,Jernade Meade,20.0,Left-Back,Arsenal U21,free transfer,in,Summer,0.0,Premier League,2013,2013/2014,England,Arsenal FC,,,,London Borough of Islington,51.54703495,-0.1016584495225962
Norwich City,Josh Murphy,18.0,Left Winger,Norwich U18,-,in,Summer,,Premier League,2013,2013/2014,England,Norwich,,,,,,
Norwich City,Cameron McGeehan,18.0,Central Midfield,Norwich U21,-,in,Summer,,Premier League,2013,2013/2014,England,Norwich,,,,,,
Fulham FC,Solomon Sambou,17.0,Central Midfield,Fulham U18,-,in,Summer,,Premier League,2013,2013/2014,England,Fulham FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Fulham FC,Muamer Tankovic,18.0,Left Winger,Fulham U18,-,in,Summer,,Premier League,2013,2013/2014,England,Fulham FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Stoke City,Marc Muniesa,21.0,Centre-Back,Barcelona B,free transfer,in,Summer,0.0,Premier League,2013,2013/2014,England,FC Barcelona,,,,Barcelona,41.3828939,2.1774322
Stoke City,George Waring,18.0,Centre-Forward,Everton U18,free transfer,in,Summer,0.0,Premier League,2013,2013/2014,England,Everton FC,,,,Liverpool,53.4071991,-2.99168
Southampton FC,Calum Chambers,18.0,Centre-Back,Southampton U21,-,in,Summer,,Premier League,2013,2013/2014,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Southampton FC,Jack Stephens,19.0,Centre-Back,Southampton U21,-,in,Summer,,Premier League,2013,2013/2014,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Sunderland AFC,El-Hadji Ba,20.0,Defensive Midfield,Le Havre B,free transfer,in,Summer,0.0,Premier League,2013,2013/2014,England,Le Havre,,,,,,
Sunderland AFC,Joel Dixon,19.0,Goalkeeper,Sunderland U21,-,in,Summer,,Premier League,2013,2013/2014,England,,,,,Barnsley,53.5527719,-1.4827755
Sunderland AFC,Jordan Pickford,19.0,Goalkeeper,Sunderland U21,-,in,Summer,,Premier League,2013,2013/2014,England,,,,,Barnsley,53.5527719,-1.4827755
Cardiff City,Declan John,18.0,Left-Back,Cardiff U18,-,in,Summer,,Premier League,2013,2013/2014,England,Cardiff,,,,,,
Hull City,Jonny Margetts,19.0,Centre-Forward,Hull U23,-,in,Summer,,Premier League,2013,2013/2014,England,Hull,,,,,,
Hull City,Jack Barlow,18.0,midfield,Hull U18,-,in,Summer,,Premier League,2013,2013/2014,England,Hull,,,,,,
Hull City,Joe Cracknell,19.0,Goalkeeper,Hull U18,-,in,Summer,,Premier League,2013,2013/2014,England,Hull,,,,,,
Crystal Palace,Ryan Inniss,18.0,Centre-Back,Palace U18,-,in,Summer,,Premier League,2013,2013/2014,England,Palace,London Borough of Croydon,51.3550556,-0.0643103753173489,,,
Chelsea FC,Bertrand Traoré,18.0,Right Winger,Chelsea U21,-,in,Winter,,Premier League,2013,2013/2014,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Tottenham Hotspur,Nabil Bentaleb,19.0,Central Midfield,Tottenham U21,-,in,Winter,,Premier League,2013,2013/2014,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Fulham FC,Larnell Cole,20.0,Right Midfield,Man Utd U21,?,in,Winter,,Premier League,2013,2013/2014,England,Manchester United,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Southampton FC,Sam Gallagher,18.0,Centre-Forward,Southampton U18,-,in,Winter,,Premier League,2013,2013/2014,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Newcastle United,Adam Armstrong,16.0,Centre-Forward,Newcastle U18,-,in,Winter,,Premier League,2013,2013/2014,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Lubomir Satka,18.0,Centre-Back,Newcastle U18,-,in,Winter,,Premier League,2013,2013/2014,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Crystal Palace,Hiram Boateng,17.0,Central Midfield,Palace U18,-,in,Winter,,Premier League,2013,2013/2014,England,Palace,London Borough of Croydon,51.3550556,-0.0643103753173489,,,
Arsenal FC,Héctor Bellerín,19.0,Right-Back,Arsenal U21,-,in,Summer,,Premier League,2014,2014/2015,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Burnley FC,Michael Keane,21.0,Centre-Back,Man Utd U21,loan transfer,in,Summer,,Premier League,2014,2014/2015,England,Manchester United,,,,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Burnley FC,Alex Whitmore,18.0,Centre-Back,Burnley U18,-,in,Summer,,Premier League,2014,2014/2015,England,,,,,Barnsley,53.5527719,-1.4827755
Burnley FC,Callum Richardson,18.0,Centre-Back,Burnley U18,-,in,Summer,,Premier League,2014,2014/2015,England,,,,,Barnsley,53.5527719,-1.4827755
Chelsea FC,Lewis Baker,19.0,Central Midfield,Chelsea U21,-,in,Summer,,Premier League,2014,2014/2015,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Chelsea FC,Jamal Blackman,20.0,Goalkeeper,Chelsea U21,-,in,Summer,,Premier League,2014,2014/2015,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Everton FC,Tyias Browning,20.0,Centre-Back,Everton U21,-,in,Summer,,Premier League,2014,2014/2015,England,Everton FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Everton FC,Curtis Langton,18.0,Centre-Back,Everton U18,-,in,Summer,,Premier League,2014,2014/2015,England,Everton FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Leicester City,Tom Lawrence,20.0,Left Winger,Man Utd U21,€1.26m,in,Summer,1.26,Premier League,2014,2014/2015,England,Manchester United,Leicester,52.6362,-1.1331969,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Leicester City,Simonas Stankevicius,18.0,Centre-Forward,Leicester U18,-,in,Summer,,Premier League,2014,2014/2015,England,Leicester,Leicester,52.6362,-1.1331969,,,
Liverpool FC,Kevin Stewart,20.0,Defensive Midfield,Tottenham U21,free transfer,in,Summer,0.0,Premier League,2014,2014/2015,England,Tottenham,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Lawrence Vigouroux,20.0,Goalkeeper,Tottenham U21,free transfer,in,Summer,0.0,Premier League,2014,2014/2015,England,Tottenham,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Rafa Páez,19.0,Centre-Back,Liverpool U21,-,in,Summer,,Premier League,2014,2014/2015,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Manchester City,Jason Denayer,19.0,Centre-Back,Man City U18,-,in,Summer,,Premier League,2014,2014/2015,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Manchester City,José Pozo,18.0,Attacking Midfield,Man City U18,-,in,Summer,,Premier League,2014,2014/2015,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Manchester United,Paddy McNair,19.0,Centre-Back,Man Utd U21,-,in,Summer,,Premier League,2014,2014/2015,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester United,Tyler Blackett,20.0,Left-Back,Man Utd U21,-,in,Summer,,Premier League,2014,2014/2015,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester United,Jesse Lingard,21.0,Attacking Midfield,Man Utd U21,-,in,Summer,,Premier League,2014,2014/2015,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester United,James Wilson,18.0,Centre-Forward,Man Utd U18,-,in,Summer,,Premier League,2014,2014/2015,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Newcastle United,Freddie Woodman,17.0,Goalkeeper,Newcastle U18,-,in,Summer,,Premier League,2014,2014/2015,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Shola Ameobi,32.0,Centre-Forward,Gaziantep BB,free transfer,out,Summer,0.0,Premier League,2014,2014/2015,England,Gaziantep B,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Queens Park Rangers,Cole Kpekawa,18.0,Centre-Back,QPR U18,-,in,Summer,,Premier League,2014,2014/2015,England,QPR,,,,,,
Queens Park Rangers,Aaron Lennox,21.0,Goalkeeper,QPR U23,-,in,Summer,,Premier League,2014,2014/2015,England,QPR,,,,,,
Southampton FC,Matt Targett,18.0,Left-Back,Southampton U21,-,in,Summer,,Premier League,2014,2014/2015,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Southampton FC,Harrison Reed,19.0,Central Midfield,Southampton U21,-,in,Summer,,Premier League,2014,2014/2015,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Stoke City,Jake Cook,18.0,Central Midfield,Stoke U18,-,in,Summer,,Premier League,2014,2014/2015,England,Stoke,,,,,,
Stoke City,Daniel Bachmann,19.0,Goalkeeper,Stoke U21,-,in,Summer,,Premier League,2014,2014/2015,England,Stoke,,,,,,
Swansea City,Liam Shephard,19.0,Right-Back,Swansea U21,-,in,Summer,,Premier League,2014,2014/2015,England,Swansea,,,,,,
West Ham United,Moses Makasi,18.0,Central Midfield,West Ham U18,-,in,Summer,,Premier League,2014,2014/2015,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
Chelsea FC,Ruben Loftus-Cheek,18.0,Central Midfield,Chelsea U21,-,in,Winter,,Premier League,2014,2014/2015,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Queens Park Rangers,Darnell Furlong,19.0,Right-Back,QPR U23,-,in,Winter,,Premier League,2014,2014/2015,England,QPR,,,,,,
Southampton FC,Ryan Seager,18.0,Centre-Forward,Southampton U21,-,in,Winter,,Premier League,2014,2014/2015,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Chelsea FC,Andreas Christensen,19.0,Centre-Back,Chelsea U21,-,in,Summer,,Premier League,2015,2015/2016,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Manchester City,Kelechi Iheanacho,18.0,Centre-Forward,Man City U18,-,in,Summer,,Premier League,2015,2015/2016,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Arsenal FC,Matt Macey,20.0,Goalkeeper,Arsenal U21,-,in,Summer,,Premier League,2015,2015/2016,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Arsenal FC,Chuba Akpom,19.0,Centre-Forward,Arsenal U21,-,in,Summer,,Premier League,2015,2015/2016,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Arsenal FC,Alex Iwobi,19.0,Left Winger,Arsenal U21,-,in,Summer,,Premier League,2015,2015/2016,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Manchester United,Guillermo Varela,22.0,Right-Back,Man Utd U21,-,in,Summer,,Premier League,2015,2015/2016,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester United,Andreas Pereira,19.0,Attacking Midfield,Man Utd U21,-,in,Summer,,Premier League,2015,2015/2016,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester United,Cameron Borthwick-Jackson,18.0,Left-Back,Man Utd U18,-,in,Summer,,Premier League,2015,2015/2016,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Tottenham Hotspur,Josh Onomah,18.0,Central Midfield,Spurs U18,-,in,Summer,,Premier League,2015,2015/2016,England,Spurs,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Liverpool FC,Connor Randall,19.0,Right-Back,Liverpool U21,-,in,Summer,,Premier League,2015,2015/2016,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Liverpool FC,Sheyi Ojo,18.0,Left Winger,Liverpool U18,-,in,Summer,,Premier League,2015,2015/2016,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
West Ham United,Josh Cullen,19.0,Central Midfield,West Ham U21,-,in,Summer,,Premier League,2015,2015/2016,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Sam Westley,21.0,Right-Back,West Ham U21,-,in,Summer,,Premier League,2015,2015/2016,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Reece Oxford,16.0,Centre-Back,West Ham U18,-,in,Summer,,Premier League,2015,2015/2016,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Djair Parfitt-Williams,18.0,Left Winger,West Ham U18,-,in,Summer,,Premier League,2015,2015/2016,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Reece Burke,18.0,Centre-Back,West Ham U18,-,in,Summer,,Premier League,2015,2015/2016,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
Leicester City,Ben Chilwell,18.0,Left-Back,Leicester U21,-,in,Summer,,Premier League,2015,2015/2016,England,Leicester,Leicester,52.6362,-1.1331969,,,
Newcastle United,Jamie Sterry,19.0,Right-Back,Newcastle U21,-,in,Summer,,Premier League,2015,2015/2016,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Rolando Aarons,19.0,Left Winger,Newcastle U21,-,in,Summer,,Premier League,2015,2015/2016,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Sunderland AFC,George Honeyman,20.0,Attacking Midfield,Sunderland U21,-,in,Summer,,Premier League,2015,2015/2016,England,,,,,Barnsley,53.5527719,-1.4827755
Sunderland AFC,Duncan Watmore,21.0,Right Winger,Sunderland U21,-,in,Summer,,Premier League,2015,2015/2016,England,,,,,Barnsley,53.5527719,-1.4827755
Aston Villa,Adama Traoré,19.0,Right Winger,Barcelona B,€10.00m,in,Summer,10.0,Premier League,2015,2015/2016,England,FC Barcelona,"Aston, Birmingham",52.5006916,-1.8841916,Barcelona,41.3828939,2.1774322
AFC Bournemouth,Matt Butcher,18.0,Defensive Midfield,Bournemouth U18,-,in,Summer,,Premier League,2015,2015/2016,England,Bournemouth,,,,,,
AFC Bournemouth,Brandon Goodship,20.0,Centre-Forward,Bournemouth U21,-,in,Summer,,Premier League,2015,2015/2016,England,Bournemouth,,,,,,
Chelsea FC,Matt Miazga,20.0,Centre-Back,New York RB,€4.60m,in,Winter,4.6,Premier League,2015,2015/2016,England,New York R,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Manchester United,Timothy Fosu-Mensah,17.0,Right-Back,Man Utd U18,-,in,Winter,,Premier League,2015,2015/2016,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Manchester United,Marcus Rashford,18.0,Left Winger,Man Utd U18,-,in,Winter,,Premier League,2015,2015/2016,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Liverpool FC,Brad Smith,21.0,Left-Back,Liverpool U21,-,in,Winter,,Premier League,2015,2015/2016,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Everton FC,Matthew Pennington,21.0,Centre-Back,Everton U21,-,in,Winter,,Premier League,2015,2015/2016,England,Everton FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Leicester City,Callum Elder,21.0,Left-Back,Leicester U23,-,in,Summer,,Premier League,2016,2016/2017,England,Leicester,Leicester,52.6362,-1.1331969,,,
Tottenham Hotspur,Cameron Carter-Vickers,18.0,Centre-Back,Tottenham U23,-,in,Summer,,Premier League,2016,2016/2017,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Tottenham Hotspur,Harry Winks,20.0,Defensive Midfield,Tottenham U23,-,in,Summer,,Premier League,2016,2016/2017,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Manchester City,Angus Gunn,20.0,Goalkeeper,Man City U23,-,in,Summer,,Premier League,2016,2016/2017,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Manchester City,Aleix García,19.0,Central Midfield,Man City U23,-,in,Summer,,Premier League,2016,2016/2017,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Manchester City,Bersant Celina,19.0,Attacking Midfield,Man City U23,-,in,Summer,,Premier League,2016,2016/2017,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Manchester City,Pablo Maffeo,18.0,Right-Back,Man City U23,-,in,Summer,,Premier League,2016,2016/2017,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Southampton FC,Sam McQueen,21.0,Left-Back,Southampton U23,-,in,Summer,,Premier League,2016,2016/2017,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
West Ham United,Ashley Fletcher,20.0,Centre-Forward,Man Utd U23,free transfer,in,Summer,0.0,Premier League,2016,2016/2017,England,Manchester United,London Borough of Newham,51.5300157,0.0293090787885137,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Liverpool FC,Ovie Ejaria,18.0,Left Midfield,Liverpool U18,-,in,Summer,,Premier League,2016,2016/2017,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Liverpool FC,Trent Alexander-Arnold,17.0,Right-Back,Liverpool U18,-,in,Summer,,Premier League,2016,2016/2017,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Chelsea FC,Ola Aina,19.0,Right-Back,Chelsea U23,-,in,Summer,,Premier League,2016,2016/2017,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Everton FC,Mateusz Hewelt,19.0,Goalkeeper,Everton U23,-,in,Summer,,Premier League,2016,2016/2017,England,Everton FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Watford FC,Jerome Sinclair,19.0,Centre-Forward,Liverpool U23,free transfer,in,Summer,0.0,Premier League,2016,2016/2017,England,Liverpool FC,,,,Liverpool,53.4071991,-2.99168
West Bromwich Albion,Kyle Howkins,20.0,Centre-Back,West Brom U23,-,in,Summer,,Premier League,2016,2016/2017,England,West Brom,,,,,,
West Bromwich Albion,Sam Field,18.0,Central Midfield,West Brom U23,-,in,Summer,,Premier League,2016,2016/2017,England,West Brom,,,,,,
West Bromwich Albion,Jonathan Leko,17.0,Right Winger,West Brom U18,-,in,Summer,,Premier League,2016,2016/2017,England,West Brom,,,,,,
Crystal Palace,Sullay Kaikai,20.0,Left Winger,Palace U23,-,in,Summer,,Premier League,2016,2016/2017,England,Palace,London Borough of Croydon,51.3550556,-0.0643103753173489,,,
Sunderland AFC,Donald Love,21.0,Right-Back,Man Utd U23,€1.15m,in,Summer,1.15,Premier League,2016,2016/2017,England,Manchester United,,,,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Sunderland AFC,Lynden Gooch,20.0,Right Winger,Sunderland U23,-,in,Summer,,Premier League,2016,2016/2017,England,,,,,Barnsley,53.5527719,-1.4827755
Sunderland AFC,Joel Asoro,17.0,Right Winger,Sunderland U18,-,in,Summer,,Premier League,2016,2016/2017,England,,,,,Barnsley,53.5527719,-1.4827755
Sunderland AFC,Tommy Robson,20.0,Left-Back,Sunderland U23,-,in,Summer,,Premier League,2016,2016/2017,England,,,,,Barnsley,53.5527719,-1.4827755
Burnley FC,Ntumba Massanka,19.0,Centre-Forward,Burnley U23,-,in,Summer,,Premier League,2016,2016/2017,England,,,,,Barnsley,53.5527719,-1.4827755
Burnley FC,Aiden O'Neill,17.0,Central Midfield,Burnley U18,-,in,Summer,,Premier League,2016,2016/2017,England,,,,,Barnsley,53.5527719,-1.4827755
Hull City,James Weir,21.0,Central Midfield,Man Utd U23,€200Th.,in,Summer,0.2,Premier League,2016,2016/2017,England,Manchester United,,,,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Hull City,Jarrod Bowen,19.0,Right Winger,Hull U23,-,in,Summer,,Premier League,2016,2016/2017,England,Hull,,,,,,
Hull City,Josh Tymon,17.0,Left-Back,Hull U18,-,in,Summer,,Premier League,2016,2016/2017,England,Hull,,,,,,
Hull City,Greg Olley,20.0,Attacking Midfield,Hull U23,-,in,Summer,,Premier League,2016,2016/2017,England,Hull,,,,,,
Manchester United,Axel Tuanzebe,19.0,Centre-Back,Man Utd U18,-,in,Winter,,Premier League,2016,2016/2017,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
Southampton FC,Josh Sims,19.0,Right Winger,Southampton U23,-,in,Winter,,Premier League,2016,2016/2017,England,Southampton FC,Southampton,50.9025349,-1.404189,Southampton,50.9025349,-1.404189
Liverpool FC,Ben Woodburn,17.0,Attacking Midfield,Liverpool U18,-,in,Winter,,Premier League,2016,2016/2017,England,Liverpool FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Everton FC,Tom Davies,18.0,Central Midfield,Everton U23,-,in,Winter,,Premier League,2016,2016/2017,England,Everton FC,Liverpool,53.4071991,-2.99168,Liverpool,53.4071991,-2.99168
Chelsea FC,Fikayo Tomori,19.0,Centre-Back,Chelsea U23,-,in,Summer,,Premier League,2017,2017/2018,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Chelsea FC,Charly Musonda Jr.,20.0,Attacking Midfield,Chelsea U23,-,in,Summer,,Premier League,2017,2017/2018,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Chelsea FC,Tammy Abraham,19.0,Centre-Forward,Chelsea U23,-,in,Summer,,Premier League,2017,2017/2018,England,Chelsea FC,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Tottenham Hotspur,Kyle Walker-Peters,20.0,Right-Back,Tottenham U23,-,in,Summer,,Premier League,2017,2017/2018,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Manchester City,Phil Foden,17.0,Central Midfield,Man City U18,-,in,Summer,,Premier League,2017,2017/2018,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Manchester City,Tosin Adarabioyo,19.0,Centre-Back,Man City U23,-,in,Summer,,Premier League,2017,2017/2018,England,Manchester City,Manchester,53.4794892,-2.2451148,Manchester,53.4794892,-2.2451148
Liverpool FC,Dominic Solanke,19.0,Centre-Forward,Chelsea U23,free transfer,in,Summer,0.0,Premier League,2017,2017/2018,England,Chelsea FC,Liverpool,53.4071991,-2.99168,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Arsenal FC,Ainsley Maitland-Niles,19.0,Right Midfield,Arsenal U23,-,in,Summer,,Premier League,2017,2017/2018,England,Arsenal FC,London Borough of Islington,51.54703495,-0.1016584495225962,London Borough of Islington,51.54703495,-0.1016584495225962
Manchester United,Joel Pereira,21.0,Goalkeeper,Man Utd U23,-,in,Summer,,Premier League,2017,2017/2018,England,Manchester United,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,"Trafford, Greater Manchester",53.41893605,-2.359297161165271
