club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,base_club_name,location_new,latitude_new,longitude_new,location_old,latitude_old,longitude_old
Real Zaragoza,Íñigo Rodríguez,30.0,Right Midfield,Real Zaragoza B,-,in,Summer,,Primera Division,2006,2006/2007,Spain,Real Zaragoza,,,,,,
Real Zaragoza,Miguel Martínez,24.0,Goalkeeper,Real Zaragoza B,-,in,Summer,,Primera Division,2006,2006/2007,Spain,Real Zaragoza,,,,,,
Levante UD,José Serrano,25.0,Centre-Back,Levante B,-,in,Winter,,Primera Division,2006,2006/2007,Spain,Levante,,,,,,
Valencia CF,Pablo Hernández,21.0,Attacking Midfield,Valencia B,-,in,Winter,,Primera Division,2006,2006/2007,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
RCD Espanyol Barcelona,Julián López,19.0,Attacking Midfield,RCD Espanyol B,-,in,Winter,,Primera Division,2006,2006/2007,Spain,RCD Espanyol,,,,,,
Atlético de Madrid,Víctor Bravo,23.0,Attacking Midfield,Atl. Madrid B,-,in,Winter,,Primera Division,2006,2006/2007,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Athletic Bilbao,Javier Iturriaga,23.0,Defensive Midfield,Salamanca B,free transfer,out,Summer,0.0,Primera Division,2007,2007/2008,Spain,Salamanca,Bilbao,43.2630018,-2.9350039,,,
Levante UD,Miquel Robusté,22.0,Centre-Back,RCD Espanyol B,€400Th.,in,Summer,0.4,Primera Division,2007,2007/2008,Spain,RCD Espanyol,,,,,,
Recreativo Huelva,Pablo Oliveira,21.0,Right-Back,Recr. Huelva B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Recr. Huelva,,,,,,
Valencia CF,Ángel Montoro,19.0,Central Midfield,Valencia B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
Deportivo de La Coruña,Adrián López,20.0,Centre-Back,Deportivo B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Deportivo,,,,,,
RCD Espanyol Barcelona,Albert Serrán,22.0,Centre-Back,RCD Espanyol B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Ángel Martínez,21.0,Central Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,RCD Espanyol,,,,,,
Racing Santander,Iván Bolado,17.0,Centre-Forward,Racing B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Racing,,,,,,
Racing Santander,Iván Marcano,20.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Racing,,,,,,
Racing Santander,Bolaño,21.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Racing,,,,,,
Racing Santander,Cristian Portilla,18.0,Central Midfield,Racing B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Racing,,,,,,
Racing Santander,Raúl Martín,24.0,Right Midfield,Racing B,-,out,Summer,,Primera Division,2007,2007/2008,Spain,Racing,,,,,,
Atlético de Madrid,Joshua Zapata,19.0,Central Midfield,Atl. Madrid B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Real Valladolid CF,Kike López,19.0,Right Winger,R. Valladolid B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,R. Valladolid,,,,,,
RCD Mallorca,Dani Benítez,20.0,Left Winger,Mallorca U19,-,in,Summer,,Primera Division,2007,2007/2008,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
Real Betis Balompié,Rodri,21.0,Right Midfield,Betis B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Betis Balompié,Casto,25.0,Goalkeeper,Betis B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Zaragoza,Raúl Goni,18.0,Centre-Back,Real Zaragoza B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Real Zaragoza,,,,,,
Real Zaragoza,Jorge Gotor,20.0,Centre-Back,Real Zaragoza B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,Real Zaragoza,,,,,,
FC Barcelona,Giovani dos Santos,18.0,Second Striker,Barcelona B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
FC Barcelona,Bojan Krkic,16.0,Second Striker,Barcelona B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
FC Barcelona,Oier Olazábal,17.0,Goalkeeper,Barcelona B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
FC Barcelona,Marc Crosas,19.0,Defensive Midfield,Barcelona B,-,in,Summer,,Primera Division,2007,2007/2008,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
Levante UD,Saúl,22.0,Attacking Midfield,Levante B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Levante,,,,,,
Levante UD,Manolo Reina,22.0,Goalkeeper,Levante B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Levante,,,,,,
Levante UD,Vicente Iborra,19.0,Central Midfield,Levante B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Levante,,,,,,
Levante UD,Armando Lozano,23.0,Centre-Back,Levante B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Levante,,,,,,
Deportivo de La Coruña,Chapi,22.0,Centre-Back,Deportivo B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Fabri,20.0,Goalkeeper,Deportivo B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Deportivo,,,,,,
RCD Espanyol Barcelona,Kiko Casilla,21.0,Goalkeeper,RCD Espanyol B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,RCD Espanyol,,,,,,
Atlético de Madrid,Ignacio Camacho,17.0,Defensive Midfield,Atl. Madrid B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Atlético de Madrid,Didi Rodríguez,22.0,Right Winger,Atl. Madrid B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Real Zaragoza,Víctor Fernández,20.0,Left-Back,Real Zaragoza B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,Real Zaragoza,,,,,,
FC Barcelona,Pedro,20.0,Right Winger,Barcelona B,-,in,Winter,,Primera Division,2007,2007/2008,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
RCD Espanyol Barcelona,Jordi Gómez,23.0,Central Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,RCD Espanyol,,,,,,
Sporting Gijón,Noel Alonso,21.0,Left-Back,Celta Vigo B,"End of loanJun 30, 2008",in,Summer,,Primera Division,2008,2008/2009,Spain,Celta de Vigo,,,,Vigo,42.2376602,-8.7247205
CD Numancia,Roberto Platero,21.0,Centre-Forward,Racing B,?,in,Summer,,Primera Division,2008,2008/2009,Spain,Racing,,,,,,
CD Numancia,Carlos Bellvís,23.0,Left-Back,Valencia B,loan transfer,in,Summer,,Primera Division,2008,2008/2009,Spain,Valencia CF,,,,Valencia,39.4697065,-0.3763353
Villarreal CF,Jozy Altidore,18.0,Centre-Forward,New York RB,€7.27m,in,Summer,7.27,Primera Division,2008,2008/2009,Spain,New York R,Villarreal,39.9372616,-0.1004465,,,
Valencia CF,Jordi Alba,19.0,Left-Back,Valencia B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
Valencia CF,Arturo Navarro,19.0,Centre-Back,Valencia B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
Deportivo de La Coruña,Laure,23.0,Right-Back,Deportivo B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Juanan,21.0,Centre-Back,Deportivo B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Álex Bergantiños,23.0,Defensive Midfield,Deportivo B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Iván Carril,23.0,Attacking Midfield,Deportivo B,-,out,Summer,,Primera Division,2008,2008/2009,Spain,Deportivo,,,,,,
Atlético de Madrid,Ángel Bernabé,20.0,Goalkeeper,Atl. Madrid B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Atlético de Madrid,Álvaro Domínguez,19.0,Centre-Back,Atl. Madrid B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Atlético de Madrid,Joshua Zapata,19.0,Central Midfield,Atl. Madrid B,-,out,Summer,,Primera Division,2008,2008/2009,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Atlético de Madrid,Didi Rodríguez,23.0,Right Winger,Atl. Madrid B,-,out,Summer,,Primera Division,2008,2008/2009,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Racing Santander,Edu Bedia,19.0,Defensive Midfield,Racing B,-,in,Summer,,Primera Division,2008,2008/2009,Spain,Racing,,,,,,
Valencia CF,Vicente Guaita,21.0,Goalkeeper,Valencia B,-,in,Winter,,Primera Division,2008,2008/2009,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
Valencia CF,Míchel Herrero,20.0,Central Midfield,Valencia B,-,in,Winter,,Primera Division,2008,2008/2009,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
Deportivo de La Coruña,Lassad Nouioui,22.0,Centre-Forward,Deportivo B,-,in,Winter,,Primera Division,2008,2008/2009,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Fabri,21.0,Goalkeeper,Deportivo B,-,out,Winter,,Primera Division,2008,2008/2009,Spain,Deportivo,,,,,,
Real Betis Balompié,José Alberto Cañas,21.0,Central Midfield,Betis B,-,in,Winter,,Primera Division,2008,2008/2009,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Racing Santander,Sergio Canales,18.0,Attacking Midfield,Racing B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Racing,,,,,,
Getafe CF,Adrián Sardinero,18.0,Centre-Forward,Getafe U19,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Getafe CF,Getafe,40.3081807,-3.7302679,Getafe,40.3081807,-3.7302679
UD Almería,Álex Quillo,22.0,Central Midfield,Atl. Madrid B,free transfer,in,Summer,0.0,Primera Division,2009,2009/2010,Spain,Atl. Madrid,Almería,36.8414197,-2.4628135,,,
Sporting Gijón,Cote,19.0,Left-Back,Sporting B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Sporting,,,,,,
Valencia CF,Miku Fedor,23.0,Centre-Forward,Valencia B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
Deportivo de La Coruña,Manu Fernández,23.0,Goalkeeper,Deportivo B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Iván Pérez,23.0,Attacking Midfield,Deportivo B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Deportivo,,,,,,
RCD Espanyol Barcelona,Víctor Ruiz,20.0,Centre-Back,RCD Espanyol B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Javi López,23.0,Right-Back,RCD Espanyol B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Raúl Baena,20.0,Defensive Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Javi Márquez,23.0,Central Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,RCD Espanyol,,,,,,
CD Tenerife,Carlos Bellvís,24.0,Left-Back,Valencia B,free transfer,in,Summer,0.0,Primera Division,2009,2009/2010,Spain,Valencia CF,,,,Valencia,39.4697065,-0.3763353
CD Tenerife,Aitor Núñez,21.0,Right-Back,Atl. Madrid B,free transfer,in,Summer,0.0,Primera Division,2009,2009/2010,Spain,Atl. Madrid,,,,,,
CD Tenerife,Omar Ramos,21.0,Attacking Midfield,CD Tenerife B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,CD Tenerife,,,,,,
Atlético de Madrid,David de Gea,18.0,Goalkeeper,Atl. Madrid B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Athletic Bilbao,Mikel San José,20.0,Defensive Midfield,Liverpool Res.,loan transfer,in,Summer,,Primera Division,2009,2009/2010,Spain,Liverpool FC,Bilbao,43.2630018,-2.9350039,Liverpool,53.4071991,-2.99168
Real Valladolid CF,Fabri,21.0,Goalkeeper,Deportivo B,free transfer,in,Summer,0.0,Primera Division,2009,2009/2010,Spain,Deportivo,,,,,,
Real Valladolid CF,Jesús Rueda,22.0,Centre-Back,R. Valladolid B,-,in,Summer,,Primera Division,2009,2009/2010,Spain,R. Valladolid,,,,,,
Málaga CF,Daniel Orozco,23.0,Centre-Back,Málaga U19,-,in,Winter,,Primera Division,2009,2009/2010,Spain,Málaga,,,,,,
Deportivo de La Coruña,Juan Domínguez,19.0,Defensive Midfield,Deportivo B,-,in,Winter,,Primera Division,2009,2009/2010,Spain,Deportivo,,,,,,
RCD Espanyol Barcelona,Dídac Vilà,20.0,Left-Back,RCD Espanyol B,-,in,Winter,,Primera Division,2009,2009/2010,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Jordi Amat,17.0,Centre-Back,RCD Espanyol B,-,in,Winter,,Primera Division,2009,2009/2010,Spain,RCD Espanyol,,,,,,
Atlético de Madrid,Ibrahima Balde,20.0,Centre-Forward,Atl. Madrid B,-,in,Winter,,Primera Division,2009,2009/2010,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Atlético de Madrid,Joel Robles,19.0,Goalkeeper,Atl. Madrid B,-,in,Winter,,Primera Division,2009,2009/2010,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Real Valladolid CF,Keko Gontán,18.0,Right Winger,Atl. Madrid B,loan transfer,in,Winter,,Primera Division,2009,2009/2010,Spain,Atl. Madrid,,,,,,
Real Valladolid CF,Carlos Lázaro,19.0,Central Midfield,R. Valladolid B,-,in,Winter,,Primera Division,2009,2009/2010,Spain,R. Valladolid,,,,,,
RCD Espanyol Barcelona,Álvaro Vázquez,19.0,Centre-Forward,RCD Espanyol B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Manu Molina,18.0,Central Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Ernesto Galán,24.0,Right-Back,RCD Espanyol B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,RCD Espanyol,,,,,,
Hércules CF,Jhon Mosquera,20.0,Left Winger,Hércules CF B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Hércules CF,,,,,,
UD Almería,Miguel Ángel Luque,19.0,Central Midfield,Barcelona B,?,in,Summer,,Primera Division,2010,2010/2011,Spain,FC Barcelona,Almería,36.8414197,-2.4628135,Barcelona,41.3828939,2.1774322
Sporting Gijón,Alberto Botía,21.0,Centre-Back,Barcelona B,free transfer,in,Summer,0.0,Primera Division,2010,2010/2011,Spain,FC Barcelona,,,,Barcelona,41.3828939,2.1774322
Sporting Gijón,Cristian Portilla,21.0,Central Midfield,Sporting B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Sporting,,,,,,
Deportivo de La Coruña,Diego Seoane,22.0,Right-Back,Deportivo B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Deportivo,,,,,,
Atlético de Madrid,Rubén Pérez,21.0,Defensive Midfield,Atl. Madrid B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Racing Santander,José Picón,22.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Racing,,,,,,
Racing Santander,Mario Fernández,22.0,Goalkeeper,Racing B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Racing,,,,,,
Racing Santander,Osmar,22.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Racing,,,,,,
Real Zaragoza,Víctor Laguardia,20.0,Centre-Back,Real Zaragoza B,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Real Zaragoza,,,,,,
FC Barcelona,Thierry Henry,32.0,Centre-Forward,New York RB,free transfer,out,Summer,0.0,Primera Division,2010,2010/2011,Spain,New York R,Barcelona,41.3828939,2.1774322,,,
FC Barcelona,Rafael Márquez,31.0,Centre-Back,New York RB,free transfer,out,Summer,0.0,Primera Division,2010,2010/2011,Spain,New York R,Barcelona,41.3828939,2.1774322,,,
Athletic Bilbao,Mikel San José,21.0,Defensive Midfield,Liverpool Res.,€2.70m,in,Summer,2.7,Primera Division,2010,2010/2011,Spain,Liverpool FC,Bilbao,43.2630018,-2.9350039,Liverpool,53.4071991,-2.99168
Athletic Bilbao,Jon Aurtenetxe,18.0,Centre-Back,Bilbao U19,-,in,Summer,,Primera Division,2010,2010/2011,Spain,Bilbao,Bilbao,43.2630018,-2.9350039,,,
Sporting Gijón,Nacho Cases,23.0,Central Midfield,Sporting B,-,in,Winter,,Primera Division,2010,2010/2011,Spain,Sporting,,,,,,
Atlético de Madrid,Koke,18.0,Central Midfield,Atl. Madrid B,-,in,Winter,,Primera Division,2010,2010/2011,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
FC Barcelona,Andreu Fontàs,21.0,Centre-Back,Barcelona B,-,in,Winter,,Primera Division,2010,2010/2011,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
Racing Santander,Álvaro González,21.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Racing,,,,,,
Racing Santander,Julián Luque,19.0,Attacking Midfield,Racing B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Racing,,,,,,
Racing Santander,Jairo Samperio,17.0,Left Winger,Racing U19,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Racing,,,,,,
Granada CF,Ikechi Anya,23.0,Left Midfield,Celta Vigo B,free transfer,in,Summer,0.0,Primera Division,2011,2011/2012,Spain,Celta de Vigo,Granada,37.1734995,-3.5995337,Vigo,42.2376602,-8.7247205
Getafe CF,Michelangelo Albertazzi,20.0,Left-Back,Milan U19,loan transfer,in,Summer,,Primera Division,2011,2011/2012,Spain,Milan,Getafe,40.3081807,-3.7302679,,,
Málaga CF,Isco,19.0,Attacking Midfield,Valencia B,€6.00m,in,Summer,6.0,Primera Division,2011,2011/2012,Spain,Valencia CF,,,,Valencia,39.4697065,-0.3763353
Valencia CF,Paco Alcácer,17.0,Centre-Forward,Valencia B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Valencia CF,Valencia,39.4697065,-0.3763353,Valencia,39.4697065,-0.3763353
RCD Espanyol Barcelona,Thievy Bifouma,19.0,Right Winger,Espanyol U19,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Espanyol,,,,,,
Atlético de Madrid,Borja Bastón,18.0,Centre-Forward,Atl. Madrid B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Atlético de Madrid,Jorge Pulido,20.0,Centre-Back,Atl. Madrid B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
Sevilla FC,Rodri Ríos,21.0,Centre-Forward,Barcelona B,€1.50m,out,Summer,1.5,Primera Division,2011,2011/2012,Spain,FC Barcelona,Seville,37.3886303,-5.9953403,Barcelona,41.3828939,2.1774322
Rayo Vallecano,Lass Bangoura,19.0,Right Winger,Rayo B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,Rayo,Madrid,40.4167047,-3.7035825,,,
Real Zaragoza,Edu Oriol,24.0,Right-Back,Barcelona B,free transfer,in,Summer,0.0,Primera Division,2011,2011/2012,Spain,FC Barcelona,,,,Barcelona,41.3828939,2.1774322
Real Zaragoza,Abraham Minero,25.0,Left-Back,Barcelona B,free transfer,in,Summer,0.0,Primera Division,2011,2011/2012,Spain,FC Barcelona,,,,Barcelona,41.3828939,2.1774322
FC Barcelona,Thiago,20.0,Central Midfield,Barcelona B,-,in,Summer,,Primera Division,2011,2011/2012,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
Sporting Gijón,Raúl Domínguez,25.0,Goalkeeper,Sporting B,-,in,Winter,,Primera Division,2011,2011/2012,Spain,Sporting,,,,,,
Sporting Gijón,Alejandro Gálvez,22.0,Centre-Back,Sporting B,-,in,Winter,,Primera Division,2011,2011/2012,Spain,Sporting,,,,,,
Sporting Gijón,Formose Mendy,22.0,Right Winger,Sporting B,-,in,Winter,,Primera Division,2011,2011/2012,Spain,Sporting,,,,,,
Sporting Gijón,Pedro Orfila,23.0,Centre-Back,Sporting B,-,in,Winter,,Primera Division,2011,2011/2012,Spain,Sporting,,,,,,
RCD Espanyol Barcelona,Raúl Rodríguez,24.0,Centre-Back,RCD Espanyol B,-,in,Winter,,Primera Division,2011,2011/2012,Spain,RCD Espanyol,,,,,,
FC Barcelona,Isaac Cuenca,20.0,Left Winger,Barcelona B,-,in,Winter,,Primera Division,2011,2011/2012,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
Athletic Bilbao,Iago Herrerín,24.0,Goalkeeper,Atl. Madrid B,free transfer,in,Summer,0.0,Primera Division,2012,2012/2013,Spain,Atl. Madrid,Bilbao,43.2630018,-2.9350039,,,
Granada CF,Álex Bernal,21.0,Central Midfield,Betis B,free transfer,in,Summer,0.0,Primera Division,2012,2012/2013,Spain,Betis,Granada,37.1734995,-3.5995337,,,
Granada CF,Júlio César,25.0,Goalkeeper,Benfica B,"End of loanJun 30, 2012",out,Summer,,Primera Division,2012,2012/2013,Spain,SL Benfica,Granada,37.1734995,-3.5995337,Lisbon,38.7077507,-9.1365919
Levante UD,Rubén García,18.0,Left Winger,Levante B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Levante,,,,,,
Levante UD,Marc Mateu,22.0,Attacking Midfield,Real Zaragoza B,"End of loanJun 30, 2012",in,Summer,,Primera Division,2012,2012/2013,Spain,Real Zaragoza,,,,,,
Celta de Vigo,Jota Peleteiro,21.0,Right Winger,Celta Vigo B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Celta de Vigo,Vigo,42.2376602,-8.7247205,Vigo,42.2376602,-8.7247205
Deportivo de La Coruña,Pablo Insua,18.0,Centre-Back,Deportivo B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Deportivo,,,,,,
Deportivo de La Coruña,Felipe Ramos,24.0,Goalkeeper,Valencia B,loan transfer,out,Summer,,Primera Division,2012,2012/2013,Spain,Valencia CF,,,,Valencia,39.4697065,-0.3763353
RCD Espanyol Barcelona,Christian Alfonso,23.0,Attacking Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Cristian Gómez,22.0,Central Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Dani Nieto,21.0,Left Winger,RCD Espanyol B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,RCD Espanyol,,,,,,
Sevilla FC,Luis Alberto,19.0,Central Midfield,Barcelona B,Loan fee:€200Th.,out,Summer,0.2,Primera Division,2012,2012/2013,Spain,FC Barcelona,Seville,37.3886303,-5.9953403,Barcelona,41.3828939,2.1774322
Rayo Vallecano,Léo Baptistão,19.0,Second Striker,Rayo B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Rayo,Madrid,40.4167047,-3.7035825,,,
Rayo Vallecano,Pape Maly Diamanka,22.0,midfield,Rayo B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Rayo,Madrid,40.4167047,-3.7035825,,,
RCD Mallorca,Rubén Miño,23.0,Goalkeeper,Barcelona B,free transfer,in,Summer,0.0,Primera Division,2012,2012/2013,Spain,FC Barcelona,Palma,39.5695818,2.6500745,Barcelona,41.3828939,2.1774322
Real Betis Balompié,Álex Martínez,21.0,Left-Back,Betis B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Betis Balompié,Adrián,25.0,Goalkeeper,Betis B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Betis Balompié,Alejandro Pozuelo,20.0,Attacking Midfield,Betis B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Zaragoza,José Mari,24.0,Defensive Midfield,Real Zaragoza B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Real Zaragoza,,,,,,
Real Zaragoza,Víctor Rodríguez,22.0,Left Winger,Real Zaragoza B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,Real Zaragoza,,,,,,
FC Barcelona,Martín Montoya,21.0,Right-Back,Barcelona B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
FC Barcelona,Jonathan dos Santos,22.0,Central Midfield,Barcelona B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
FC Barcelona,Marc Bartra,21.0,Centre-Back,Barcelona B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
FC Barcelona,Cristian Tello,20.0,Left Winger,Barcelona B,-,in,Summer,,Primera Division,2012,2012/2013,Spain,FC Barcelona,Barcelona,41.3828939,2.1774322,Barcelona,41.3828939,2.1774322
Levante UD,Roger Martí,21.0,Centre-Forward,Levante B,-,in,Winter,,Primera Division,2012,2012/2013,Spain,Levante,,,,,,
Celta de Vigo,Jonny Otto,18.0,Left-Back,Celta Vigo B,-,in,Winter,,Primera Division,2012,2012/2013,Spain,Celta de Vigo,Vigo,42.2376602,-8.7247205,Vigo,42.2376602,-8.7247205
RCD Espanyol Barcelona,Rui Fonte,22.0,Centre-Forward,Benfica B,free transfer,out,Winter,0.0,Primera Division,2012,2012/2013,Spain,SL Benfica,,,,Lisbon,38.7077507,-9.1365919
Real Betis Balompié,Álvaro Vadillo,18.0,Left Winger,Betis B,-,in,Winter,,Primera Division,2012,2012/2013,Spain,Betis,Seville,37.3886303,-5.9953403,,,
