club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,base_club_name,location_new,latitude_new,longitude_new,location_old,latitude_old,longitude_old
RCD Espanyol Barcelona,Sergio,20.0,Central Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,1997,1997/1998,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Àngel Morales,21.0,Defensive Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,1997,1997/1998,Spain,RCD Espanyol,,,,,,
Atlético de Madrid,José Mari,18.0,Centre-Forward,Sevilla B,€900Th.,in,Summer,0.9,Primera Division,1997,1997/1998,Spain,Sevilla,Madrid,40.4167047,-3.7035825,,,
CD Tenerife,Moisés,19.0,defence,Tenerife U19,-,in,Summer,,Primera Division,1997,1997/1998,Spain,Tenerife,,,,,,
Racing Santander,Ismael Ruiz,20.0,Central Midfield,Racing B,-,in,Summer,,Primera Division,1997,1997/1998,Spain,Racing,,,,,,
Real Valladolid CF,Chema,21.0,Right Midfield,Atl. Madrid B,free transfer,in,Summer,0.0,Primera Division,1997,1997/1998,Spain,Atl. Madrid,,,,,,
Real Valladolid CF,Pablo García,20.0,Defensive Midfield,Atl. Madrid B,loan transfer,in,Summer,,Primera Division,1997,1997/1998,Spain,Atl. Madrid,,,,,,
RCD Mallorca,Raúl Pareja,22.0,Centre-Back,Real Madrid B,?,out,Summer,,Primera Division,1997,1997/1998,Spain,Real Madrid,Palma,39.5695818,2.6500745,Madrid,40.4167047,-3.7035825
RCD Mallorca,Juan Antonio Santaella,23.0,Second Striker,Sevilla B,"End of loanJun 30, 1997",out,Summer,,Primera Division,1997,1997/1998,Spain,Sevilla,Palma,39.5695818,2.6500745,,,
Real Betis Balompié,Iván Pérez,21.0,Centre-Forward,Real Madrid B,?,in,Summer,,Primera Division,1997,1997/1998,Spain,Real Madrid,Seville,37.3886303,-5.9953403,Madrid,40.4167047,-3.7035825
Real Betis Balompié,José Manuel Pinto,21.0,Goalkeeper,Betis B,-,in,Summer,,Primera Division,1997,1997/1998,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Zaragoza,Javi Suárez,21.0,Centre-Back,Real Zaragoza B,-,in,Summer,,Primera Division,1997,1997/1998,Spain,Real Zaragoza,,,,,,
SD Compostela,Jean-François Hernandez,28.0,Centre-Back,Marseille B,?,in,Winter,,Primera Division,1997,1997/1998,Spain,Marseille,,,,,,
RCD Mallorca,Iván Rocha,28.0,Left-Back,Atl. Madrid B,loan transfer,in,Winter,,Primera Division,1997,1997/1998,Spain,Atl. Madrid,Palma,39.5695818,2.6500745,,,
Real Valladolid CF,Pablo García,20.0,Defensive Midfield,Atl. Madrid B,"End of loanDec 1, 1997",out,Winter,,Primera Division,1997,1997/1998,Spain,Atl. Madrid,,,,,,
Real Oviedo,Franck-Augustin Dia,20.0,Centre-Forward,Le Havre B,?,in,Summer,,Primera Division,1998,1998/1999,Spain,Le Havre,,,,,,
Real Oviedo,Jaime de Urríes,21.0,midfield,Oviedo B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Oviedo,,,,,,
Real Oviedo,Daniel Amieva,22.0,Right Midfield,Oviedo B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Oviedo,,,,,,
Deportivo Alavés,Ismael López,20.0,Left Midfield,Barcelona B,?,in,Summer,,Primera Division,1998,1998/1999,Spain,Barcelona,,,,,,
UD Salamanca,Tomás Jiménez,19.0,Left-Back,Salamanca B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Salamanca,,,,,,
UD Salamanca,Raúl Lozano,21.0,midfield,Sporting B,?,out,Summer,,Primera Division,1998,1998/1999,Spain,Sporting,,,,,,
Villarreal CF,Iván Parra,24.0,midfield,Valencia B,?,out,Summer,,Primera Division,1998,1998/1999,Spain,Valencia,Villarreal,39.9372616,-0.1004465,,,
Valencia CF,Rubén Navarro,19.0,Centre-Forward,Valencia B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Valencia CF,Jero Miñarro,20.0,Centre-Back,Valencia B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
CF Extremadura (- 2010),Aloisio,19.0,Centre-Back,R. Valladolid B,?,in,Summer,,Primera Division,1998,1998/1999,Spain,R. Valladolid,,,,,,
CF Extremadura (- 2010),Diego Torres,19.0,Centre-Forward,Extremadura U19,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Extremadura,,,,,,
CF Extremadura (- 2010),Rubén Torrecilla,19.0,Central Midfield,Extremadura U19,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Extremadura,,,,,,
CF Extremadura (- 2010),Héctor Besora,20.0,Right Midfield,Real Madrid B,"End of loanJun 30, 1998",out,Summer,,Primera Division,1998,1998/1999,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
RCD Espanyol Barcelona,Quique de Lucas,19.0,Attacking Midfield,RCD Espanyol B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Joan Capdevila,20.0,Left-Back,RCD Espanyol B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Pedro Nieto,22.0,defence,RCD Espanyol B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,David Charcos,23.0,defence,Atl. Madrid B,free transfer,out,Summer,0.0,Primera Division,1998,1998/1999,Spain,Atl. Madrid,,,,,,
Atlético de Madrid,Gaspar Gálvez,18.0,Centre-Back,Atl. Madrid B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
CD Tenerife,Aridani Arbelo,18.0,Left-Back,Tenerife U19,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Tenerife,,,,,,
CD Tenerife,Jonay Abreu,19.0,Right-Back,CD Tenerife B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,CD Tenerife,,,,,,
Racing Santander,Neru,24.0,Left-Back,Racing B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Racing,,,,,,
Racing Santander,Gonzalo Colsa,19.0,Defensive Midfield,Racing B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Racing,,,,,,
Real Madrid,Roberto Rojas,23.0,Right-Back,Real Madrid B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Madrid,José Manuel Meca,20.0,Centre-Forward,Real Madrid B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Madrid,Manuel Tena,20.0,Centre-Back,Real Madrid B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Madrid,Samuel Eto'o,17.0,Centre-Forward,Real Madrid B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Valladolid CF,Ricardo,26.0,Goalkeeper,Atl. Madrid B,?,in,Summer,,Primera Division,1998,1998/1999,Spain,Atl. Madrid,,,,,,
Real Valladolid CF,Emilio López,20.0,Centre-Forward,R. Valladolid B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,R. Valladolid,,,,,,
RCD Mallorca,Jesús Perera,18.0,Centre-Forward,Badajoz U19,free transfer,in,Summer,0.0,Primera Division,1998,1998/1999,Spain,Badajoz,Palma,39.5695818,2.6500745,,,
RCD Mallorca,César Gálvez,24.0,Goalkeeper,RCD Mallorca B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
Real Betis Balompié,Capi,21.0,Attacking Midfield,Betis B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Zaragoza,Javi Peña,25.0,Centre-Forward,Real Zaragoza B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Real Zaragoza,,,,,,
Real Zaragoza,César Laínez,21.0,Goalkeeper,Real Zaragoza B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Real Zaragoza,,,,,,
FC Barcelona,Xavi,18.0,Central Midfield,Barcelona B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
FC Barcelona,Samuel Okunowo,19.0,Right-Back,Barcelona B,-,in,Summer,,Primera Division,1998,1998/1999,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
UD Salamanca,Dino,20.0,Centre-Back,RCD Mallorca B,?,in,Winter,,Primera Division,1998,1998/1999,Spain,RCD Mallorca,,,,Palma,39.5695818,2.6500745
Atlético de Madrid,Rubén Baraja,23.0,Central Midfield,Atl. Madrid B,-,in,Winter,,Primera Division,1998,1998/1999,Spain,Atl. Madrid,Madrid,40.4167047,-3.7035825,,,
CD Tenerife,Mista,20.0,Centre-Forward,Real Madrid B,€24Th.,in,Winter,0.024,Primera Division,1998,1998/1999,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
RCD Mallorca,Albert Luque,20.0,Left Winger,RCD Mallorca B,-,in,Winter,,Primera Division,1998,1998/1999,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
FC Barcelona,Luis García,21.0,Right Winger,Barcelona B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
FC Barcelona,Carles Puyol,21.0,Centre-Back,Barcelona B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
FC Barcelona,Francesc Arnau,24.0,Goalkeeper,Barcelona B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
FC Barcelona,Gabri,20.0,Defensive Midfield,Barcelona B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
Valencia CF,Curro Torres,22.0,Right-Back,Valencia B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Valencia CF,Líbero Parri,17.0,Attacking Midfield,Valencia B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Real Madrid,Alberto Rivera,21.0,Central Midfield,Real Madrid B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Madrid,Iker Casillas,18.0,Goalkeeper,Real Madrid B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Madrid,Javier Dorado,22.0,Left-Back,Real Madrid B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Real Valladolid CF,Emilio López,21.0,Centre-Forward,Atl. Madrid B,?,out,Summer,,Primera Division,1999,1999/2000,Spain,Atl. Madrid,,,,,,
Rayo Vallecano,Jordi Ferrón,20.0,Right-Back,Barcelona B,€1.95m,in,Summer,1.95,Primera Division,1999,1999/2000,Spain,Barcelona,Madrid,40.4167047,-3.7035825,,,
RCD Mallorca,Josep Lluís Martí,24.0,Defensive Midfield,RCD Mallorca B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
RCD Mallorca,Leo Franco,22.0,Goalkeeper,RCD Mallorca B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
RCD Mallorca,Julián Robles,18.0,Left Midfield,RCD Mallorca B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
RCD Mallorca,Diego Tristán,23.0,Centre-Forward,RCD Mallorca B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
Málaga CF,Raúl Iznata,21.0,Left-Back,Málaga B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Málaga,,,,,,
Real Sociedad,Joseba Llorente,19.0,Centre-Forward,Real Sociedad B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Real Sociedad,San Sebastián,43.3224219,-1.9838889,San Sebastián,43.3224219,-1.9838889
Real Sociedad,José Javier Barkero,20.0,Attacking Midfield,Real Sociedad B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Real Sociedad,San Sebastián,43.3224219,-1.9838889,San Sebastián,43.3224219,-1.9838889
Real Sociedad,Iker Álvarez,22.0,Goalkeeper,Real Sociedad B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Real Sociedad,San Sebastián,43.3224219,-1.9838889,San Sebastián,43.3224219,-1.9838889
RCD Espanyol Barcelona,Toni Soldevilla,20.0,Centre-Back,RCD Espanyol B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,David Ávila,21.0,attack,RCD Espanyol B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,RCD Espanyol,,,,,,
Real Oviedo,Óscar Álvarez,22.0,Centre-Back,Barcelona B,€270Th.,in,Summer,0.27,Primera Division,1999,1999/2000,Spain,Barcelona,,,,,,
Real Oviedo,Sergio Boris,19.0,Centre-Back,Oviedo B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Oviedo,,,,,,
Real Betis Balompié,David Rivas,20.0,Centre-Back,Betis B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Betis Balompié,Juan Jesús,22.0,Right Midfield,Betis B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Sevilla FC,Víctor Salas,19.0,Central Midfield,Sevilla B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Sevilla,Seville,37.3886303,-5.9953403,,,
Sevilla FC,Óscar Rodríguez,19.0,Centre-Back,Sevilla B,-,in,Summer,,Primera Division,1999,1999/2000,Spain,Sevilla,Seville,37.3886303,-5.9953403,,,
Real Madrid,Fernando,20.0,Attacking Midfield,Real Madrid B,-,in,Winter,,Primera Division,1999,1999/2000,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
RCD Mallorca,Álvaro Novo,21.0,Right Midfield,RCD Mallorca B,-,in,Winter,,Primera Division,1999,1999/2000,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
CD Numancia,Jandro,20.0,Attacking Midfield,Valencia B,loan transfer,in,Winter,,Primera Division,1999,1999/2000,Spain,Valencia,,,,,,
Real Sociedad,Igor Gabilondo,21.0,Left Midfield,Real Sociedad B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Real Sociedad,San Sebastián,43.3224219,-1.9838889,San Sebastián,43.3224219,-1.9838889
Real Sociedad,Xabi Alonso,18.0,Defensive Midfield,R. Sociedad U19,-,in,Summer,,Primera Division,2000,2000/2001,Spain,R. Sociedad,San Sebastián,43.3224219,-1.9838889,,,
Real Oviedo,Nacho Rodríguez,17.0,Centre-Forward,Racing B,?,out,Summer,,Primera Division,2000,2000/2001,Spain,Racing,,,,,,
CD Numancia,Curro Montoya,23.0,Defensive Midfield,Valencia B,free transfer,in,Summer,0.0,Primera Division,2000,2000/2001,Spain,Valencia,,,,,,
CD Numancia,Rafael Clavero,23.0,Left-Back,Real Madrid B,?,in,Summer,,Primera Division,2000,2000/2001,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
CD Numancia,Jandro,21.0,Attacking Midfield,Valencia B,"End of loanJun 30, 2000",out,Summer,,Primera Division,2000,2000/2001,Spain,Valencia,,,,,,
Deportivo Alavés,Rubén Vega,22.0,Centre-Forward,Real Sociedad B,free transfer,in,Summer,0.0,Primera Division,2000,2000/2001,Spain,Real Sociedad,,,,San Sebastián,43.3224219,-1.9838889
Deportivo Alavés,Mario Rosas,20.0,Attacking Midfield,Barcelona B,?,in,Summer,,Primera Division,2000,2000/2001,Spain,Barcelona,,,,,,
Málaga CF,Josemi,20.0,Centre-Back,Málaga B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Málaga,,,,,,
Málaga CF,Higinio Vilches,18.0,Left-Back,Málaga U19,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Málaga,,,,,,
Valencia CF,Paco Camarasa,32.0,Centre-Back,Valencia B,-,out,Summer,,Primera Division,2000,2000/2001,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
RCD Espanyol Barcelona,Innocent Hamga,19.0,defence,Barcelona B,?,in,Summer,,Primera Division,2000,2000/2001,Spain,Barcelona,,,,,,
RCD Espanyol Barcelona,Alberto Lopo,20.0,Centre-Back,RCD Espanyol B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,Alfredo Argensó,25.0,Goalkeeper,RCD Espanyol B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,RCD Espanyol,,,,,,
FC Barcelona,Pepe Reina,17.0,Goalkeeper,Barcelona B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
FC Barcelona,Mikel Arteta,18.0,Central Midfield,Barcelona B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
Racing Santander,Julio Álvarez,19.0,Attacking Midfield,Real Madrid B,loan transfer,in,Summer,,Primera Division,2000,2000/2001,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
Racing Santander,José Moratón,20.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Racing,,,,,,
UD Las Palmas,Ángel López,19.0,Right-Back,Las Palmas B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Las Palmas,,,,,,
UD Las Palmas,Jorge Larena,18.0,Central Midfield,Las Palmas B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Las Palmas,,,,,,
Rayo Vallecano,Sergio Mora,20.0,Central Midfield,Rayo B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Rayo,Madrid,40.4167047,-3.7035825,,,
Rayo Vallecano,Javier Camuñas,19.0,Right Winger,Rayo B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Rayo,Madrid,40.4167047,-3.7035825,,,
CA Osasuna,Moha,22.0,Attacking Midfield,Barcelona B,free transfer,in,Summer,0.0,Primera Division,2000,2000/2001,Spain,Barcelona,Pamplona,42.8181992,-1.6440089,,,
CA Osasuna,Mikel Pagola,18.0,Goalkeeper,Osasuna U19,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Osasuna,Pamplona,42.8181992,-1.6440089,,,
RCD Mallorca,Albert Riera,18.0,Left Midfield,RCD Mallorca B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
RCD Mallorca,Miki,24.0,Goalkeeper,RCD Mallorca B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
Real Zaragoza,César Jiménez,22.0,Centre-Back,Real Zaragoza B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Real Zaragoza,,,,,,
Real Zaragoza,Cani,18.0,Attacking Midfield,Real Zaragoza B,-,in,Summer,,Primera Division,2000,2000/2001,Spain,Real Zaragoza,,,,,,
Racing Santander,Nacho Rodríguez,18.0,Centre-Forward,Racing B,-,in,Winter,,Primera Division,2000,2000/2001,Spain,Racing,,,,,,
Real Zaragoza,Corona,19.0,Central Midfield,Real Madrid B,€1.20m,in,Winter,1.2,Primera Division,2000,2000/2001,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
Valencia CF,Jandro,22.0,Attacking Midfield,Valencia B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Valencia CF,Javier Garrido,22.0,Right-Back,Valencia B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Deportivo de La Coruña,Dani Mallo,22.0,Goalkeeper,Deportivo B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Deportivo,,,,,,
RCD Espanyol Barcelona,Salvador Balbuena,23.0,Goalkeeper,RCD Espanyol B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,RCD Espanyol,,,,,,
RCD Espanyol Barcelona,David García,20.0,Left-Back,RCD Espanyol B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,RCD Espanyol,,,,,,
Real Sociedad,Zuhaitz Gurrutxaga,20.0,Centre-Back,R. Sociedad U19,-,in,Summer,,Primera Division,2001,2001/2002,Spain,R. Sociedad,San Sebastián,43.3224219,-1.9838889,,,
Real Sociedad,Juan Ugarte,20.0,Centre-Forward,Real Sociedad B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Real Sociedad,San Sebastián,43.3224219,-1.9838889,San Sebastián,43.3224219,-1.9838889
CD Tenerife,David Bermudo,22.0,Centre-Back,Barcelona B,free transfer,in,Summer,0.0,Primera Division,2001,2001/2002,Spain,Barcelona,,,,,,
CD Tenerife,Xisco Muñoz,20.0,Second Striker,Valencia B,loan transfer,in,Summer,,Primera Division,2001,2001/2002,Spain,Valencia,,,,,,
CD Tenerife,Vitolo,17.0,Central Midfield,CD Tenerife B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,CD Tenerife,,,,,,
FC Barcelona,Thiago Motta,18.0,Defensive Midfield,Barcelona B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Barcelona,Barcelona,41.3828939,2.1774322,,,
UD Las Palmas,Orlando Quintana,23.0,Goalkeeper,Las Palmas B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Las Palmas,,,,,,
UD Las Palmas,Carmelo,17.0,Attacking Midfield,Las Palmas B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Las Palmas,,,,,,
Real Madrid,Francisco Pavón,21.0,Centre-Back,Real Madrid B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Rayo Vallecano,Diego Maínz,18.0,Centre-Back,Rayo U19,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Rayo,Madrid,40.4167047,-3.7035825,,,
Real Valladolid CF,Mario Abrante,19.0,Centre-Back,Atl. Madrid B,free transfer,in,Summer,0.0,Primera Division,2001,2001/2002,Spain,Atl. Madrid,,,,,,
Real Valladolid CF,Óscar González,18.0,Attacking Midfield,R. Valladolid B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,R. Valladolid,,,,,,
RCD Mallorca,Alberto Cifuentes,22.0,Goalkeeper,RCD Mallorca B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,RCD Mallorca,Palma,39.5695818,2.6500745,Palma,39.5695818,2.6500745
RCD Mallorca,Jonathan Fabbro,19.0,Centre-Forward,Mallorca U19,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Mallorca,Palma,39.5695818,2.6500745,,,
Real Betis Balompié,Dani,19.0,Centre-Forward,Betis B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Betis Balompié,Melli,17.0,Centre-Back,Betis B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Real Betis Balompié,Juanito,24.0,Centre-Back,Betis B,-,in,Summer,,Primera Division,2001,2001/2002,Spain,Betis,Seville,37.3886303,-5.9953403,,,
Málaga CF,Manu Sánchez,22.0,Right Midfield,Real Madrid B,?,in,Winter,,Primera Division,2001,2001/2002,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
Real Madrid,Raúl Bravo,20.0,Centre-Back,Real Madrid B,-,in,Winter,,Primera Division,2001,2001/2002,Spain,Real Madrid,Madrid,40.4167047,-3.7035825,Madrid,40.4167047,-3.7035825
Sevilla FC,Álvaro Jurado,20.0,Defensive Midfield,Sevilla B,-,in,Winter,,Primera Division,2001,2001/2002,Spain,Sevilla,Seville,37.3886303,-5.9953403,,,
Racing Santander,Sergio Matabuena,23.0,Defensive Midfield,Racing B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Racing,,,,,,
Racing Santander,Pablo Casar,23.0,Centre-Back,Racing B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Racing,,,,,,
Racing Santander,Julio Álvarez,21.0,Attacking Midfield,Real Madrid B,"End of loanJun 30, 2002",out,Summer,,Primera Division,2002,2002/2003,Spain,Real Madrid,,,,Madrid,40.4167047,-3.7035825
Recreativo Huelva,Dani Güiza,21.0,Centre-Forward,RCD Mallorca B,free transfer,in,Summer,0.0,Primera Division,2002,2002/2003,Spain,RCD Mallorca,,,,Palma,39.5695818,2.6500745
Recreativo Huelva,Xisco Muñoz,21.0,Second Striker,Valencia B,loan transfer,in,Summer,,Primera Division,2002,2002/2003,Spain,Valencia,,,,,,
Recreativo Huelva,Sergio Tejero,23.0,Left-Back,Sevilla B,?,in,Summer,,Primera Division,2002,2002/2003,Spain,Sevilla,,,,,,
Recreativo Huelva,Juan Epitié,25.0,Centre-Forward,Depor. Alavés B,"End of loanJun 30, 2002",out,Summer,,Primera Division,2002,2002/2003,Spain,Depor. Alavés,,,,,,
Deportivo Alavés,Juan Ochoa,23.0,Centre-Back,Depor. Alavés B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Depor. Alavés,,,,,,
Deportivo Alavés,Juan Pablo,23.0,Goalkeeper,Depor. Alavés B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Depor. Alavés,,,,,,
Málaga CF,Koke,19.0,Centre-Forward,Málaga B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Málaga,,,,,,
Málaga CF,Juanito,22.0,Defensive Midfield,Málaga B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Málaga,,,,,,
Málaga CF,Juan Calatayud,22.0,Goalkeeper,Málaga B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Málaga,,,,,,
Villarreal CF,Héctor Font,18.0,Central Midfield,Villarreal CF B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Villarreal CF,Villarreal,39.9372616,-0.1004465,Villarreal,39.9372616,-0.1004465
Valencia CF,David Navarro,22.0,Centre-Back,Valencia B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Valencia CF,Pablo Redondo,20.0,Attacking Midfield,Valencia B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Valencia CF,Miguel Albiol,20.0,Right Midfield,Valencia B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Valencia,Valencia,39.4697065,-0.3763353,,,
Celta de Vigo,Jonathan Aspas,20.0,Central Midfield,Celta Vigo B,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Celta Vigo,Vigo,42.2376602,-8.7247205,,,
Deportivo de La Coruña,David Yañez,19.0,Goalkeeper,Depor U19,-,in,Summer,,Primera Division,2002,2002/2003,Spain,Depor,,,,,,
